# no y_p (polarization efficiency) factor has been applied here
# the best-fit y_p = 1.005842680
# this should be applied to TE and to EE (squared) for any comparison to ACT data
# columns (all units are uK^2):
# [ell]   [D_ell^TT]      [D_ell^TE]    [D_ell^EE]
1.750000000000000000e+02 5.137958564790246783e+03 -3.367082710121828626e+01 7.502348456763190399e-01
1.760000000000000000e+02 5.162349355171770185e+03 -3.299435122452990754e+01 7.415114716463635514e-01
1.770000000000000000e+02 5.186300907172707412e+03 -3.229141097880937394e+01 7.329114166846925071e-01
1.780000000000000000e+02 5.209806046263840472e+03 -3.156207919455703603e+01 7.244610862247362615e-01
1.790000000000000000e+02 5.232857564255560646e+03 -3.080644633933902909e+01 7.161876877506579975e-01
1.800000000000000000e+02 5.255448218788763370e+03 -3.002462078821594815e+01 7.081192395110789128e-01
1.810000000000000000e+02 5.277570732825769483e+03 -2.921672909417176456e+01 7.002845792328076246e-01
1.820000000000000000e+02 5.299217794141223749e+03 -2.838291625854264311e+01 6.927133728345659103e-01
1.830000000000000000e+02 5.320382054812998831e+03 -2.752334600144572363e+01 6.854361231407153365e-01
1.840000000000000000e+02 5.341056130713124730e+03 -2.663820103220807667e+01 6.784841785949871085e-01
1.850000000000000000e+02 5.361232600998678208e+03 -2.572768331979541756e+01 6.718897419742061450e-01
1.860000000000000000e+02 5.380904007602703132e+03 -2.479201436324103014e+01 6.656858791020204835e-01
1.870000000000000000e+02 5.400062854725110810e+03 -2.383143546207455543e+01 6.599065275626280203e-01
1.880000000000000000e+02 5.418701608323600340e+03 -2.284620798675084430e+01 6.545865054145028061e-01
1.890000000000000000e+02 5.436812695604553483e+03 -2.183661364907878522e+01 6.497615199041232303e-01
1.900000000000000000e+02 5.454388504513957741e+03 -2.080295477265015691e+01 6.454681761796992046e-01
1.910000000000000000e+02 5.471421897649534912e+03 -1.974553756671287275e+01 6.417424766697039651e-01
1.920000000000000000e+02 5.487907798108218230e+03 -1.866461998313776149e+01 6.386151753545595833e-01
1.930000000000000000e+02 5.503841721883402897e+03 -1.756046045984495407e+01 6.361160909996363966e-01
1.940000000000000000e+02 5.519219275306988493e+03 -1.643333477900326045e+01 6.342755889030818883e-01
1.950000000000000000e+02 5.534036156223622129e+03 -1.528353628184210322e+01 6.331245846706260449e-01
1.960000000000000000e+02 5.548288155164897034e+03 -1.411137608346326111e+01 6.326945479903820502e-01
1.970000000000000000e+02 5.561971156523601167e+03 -1.291718328765276702e+01 6.330175064076513092e-01
1.980000000000000000e+02 5.575081139727923983e+03 -1.170130520169271371e+01 6.341260490997256971e-01
1.990000000000000000e+02 5.587614180415693227e+03 -1.046410755117310387e+01 6.360533306506903628e-01
2.000000000000000000e+02 5.599566451608596253e+03 -9.205974694803684244e+00 6.388330748262287528e-01
2.010000000000000000e+02 5.610934224886394986e+03 -7.927309839225761934e+00 6.424995783484228618e-01
2.020000000000000000e+02 5.621713871561163614e+03 -6.628535253824062501e+00 6.470877146705593663e-01
2.030000000000000000e+02 5.631901863851509006e+03 -5.310092485538550733e+00 6.526329377519300978e-01
2.040000000000000000e+02 5.641494776056794763e+03 -3.972442573676286504e+00 6.591712858326373992e-01
2.050000000000000000e+02 5.650489285731360724e+03 -2.616066264723230894e+00 6.667393852083958183e-01
2.060000000000000000e+02 5.658882174858756116e+03 -1.241464227156097166e+00 6.753744540053365775e-01
2.070000000000000000e+02 5.666670331025957239e+03 1.508427337458030648e-01 6.851143059548087111e-01
2.080000000000000000e+02 5.673850748597600614e+03 1.560313461088751907e+00 6.959973541681845344e-01
2.090000000000000000e+02 5.680420529890192483e+03 2.986386231552757842e+00 7.080626149116606705e-01
2.100000000000000000e+02 5.686376886346352876e+03 4.428478540579752654e+00 7.213497113810634076e-01
2.110000000000000000e+02 5.691717139709023286e+03 5.885986887561732495e+00 7.358988774766498375e-01
2.120000000000000000e+02 5.696438723195699822e+03 7.358286561028924311e+00 7.517509615779121024e-01
2.130000000000000000e+02 5.700539436512729480e+03 8.844763341288196301e+00 7.689450764493661605e-01
2.140000000000000000e+02 5.704018227617542834e+03 1.034491143551683656e+01 7.875113645918606631e-01
2.150000000000000000e+02 5.706874466042042513e+03 1.185824174413309429e+01 8.074777514070553552e-01
2.160000000000000000e+02 5.709107695628536931e+03 1.338425040774800046e+01 8.288722527501278803e-01
2.170000000000000000e+02 5.710717636372251036e+03 1.492241867637999597e+01 8.517229725077400948e-01
2.180000000000000000e+02 5.711704186263795236e+03 1.647221277866952605e+01 8.760581001760010533e-01
2.190000000000000000e+02 5.712067423131671603e+03 1.803308379109370208e+01 9.019059084384343228e-01
2.200000000000000000e+02 5.711807606484743701e+03 1.960446750718089248e+01 9.292947507439405230e-01
2.210000000000000000e+02 5.710925179354743705e+03 2.118578430672535262e+01 9.582530588847638642e-01
2.220000000000000000e+02 5.709420770138744956e+03 2.277643902500187778e+01 9.888093405744557973e-01
2.230000000000000000e+02 5.707295194441663625e+03 2.437582082198037625e+01 1.020992177025841885e+00
2.240000000000000000e+02 5.704549456918734904e+03 2.598330305154053121e+01 1.054830220528983009e+00
2.250000000000000000e+02 5.701184753118018307e+03 2.759824313068640933e+01 1.090352192029145462e+00
2.260000000000000000e+02 5.697202471322862948e+03 2.921998240876109421e+01 1.127586878704760265e+00
2.270000000000000000e+02 5.692604194394418300e+03 3.084784603666127012e+01 1.166563131545392595e+00
2.280000000000000000e+02 5.687391701614112208e+03 3.248114283605190877e+01 1.207309862929704103e+00
2.290000000000000000e+02 5.681566970526136174e+03 3.411916516858083526e+01 1.249856044203418781e+00
2.300000000000000000e+02 5.675132178779942478e+03 3.576118880509340414e+01 1.294230703257286841e+00
2.310000000000000000e+02 5.668089705972727643e+03 3.740647279484705479e+01 1.340462922105051691e+00
2.320000000000000000e+02 5.660442135491922272e+03 3.905425933472601230e+01 1.388581834461412035e+00
2.330000000000000000e+02 5.652192256357679071e+03 4.070377363845584995e+01 1.438616623319989740e+00
2.340000000000000000e+02 5.643343065065360861e+03 4.235422380581811552e+01 1.490596518531292380e+00
2.350000000000000000e+02 5.633897767428033148e+03 4.400480069186502874e+01 1.544550794380678660e+00
2.360000000000000000e+02 5.623859780418943956e+03 4.565467777613397971e+01 1.600508767166323842e+00
2.370000000000000000e+02 5.613232734014021844e+03 4.730301103186226186e+01 1.658499792777184734e+00
